iter	RMSE
641	0.4055502127
642	0.4048823984
643	0.4045978112
644	0.4045230361
645	0.4038846082
646	0.4037810707
647	0.4035635752
648	0.403372607
649	0.4022702868
650	0.4022088347
651	0.4019203204
652	0.4015801213
653	0.4015145127
654	0.4009108151
655	0.4005872787
656	0.3995724037
657	0.3989578429
658	0.3988961499
659	0.3978855737
660	0.3975949522
661	0.3973795392
662	0.3971190196
663	0.3968374534
664	0.3966609725
665	0.3963801683
666	0.3962930082
667	0.3962318379
668	0.3959023377
669	0.3958110717
670	0.3957404912
671	0.3947686804
672	0.3946595388
673	0.3945915556
674	0.3936685696
675	0.393356983
676	0.3931874103
677	0.3928774493
678	0.3927211068
679	0.3921779708
680	0.3920815975
681	0.3917798885
682	0.3915202762
683	0.3914637152
684	0.3914150986
685	0.3911651142
686	0.3909169606
687	0.3907561711
688	0.3906406547
689	0.3900386787
690	0.3898717952
691	0.3898181619
692	0.3892912801
693	0.389000546
694	0.3889492363
695	0.3889002251
696	0.3887946145
697	0.3887501165
698	0.3880238891
699	0.3878112887
700	0.3877258247
701	0.3875660257
702	0.3874292434
703	0.3873608041
704	0.3869034363
705	0.386853218
706	0.3867948048
707	0.3865847303
708	0.3865309878
709	0.3856220904
710	0.3855390168
711	0.3850250481
712	0.3848254354
713	0.384562479
714	0.3842763406
715	0.3840010912
716	0.3839386354
717	0.3838593859
718	0.3833433649
719	0.3831731833
720	0.383015132
721	0.3828933262
722	0.3828070296
723	0.3827431277
724	0.382482249
725	0.3818655446
726	0.3812849588
727	0.3808030871
728	0.379701685
729	0.3791375933
730	0.3790882004
731	0.378819354
732	0.3787720419
733	0.3785352227
734	0.3784591953
735	0.3783454544
736	0.3781138168
737	0.3779709482
738	0.3775940751
739	0.3775170968
740	0.3773469695
741	0.3764414247
742	0.3761804006
743	0.3756214977
744	0.3754377529
745	0.3752800203
746	0.3745106802
747	0.3739746217
748	0.3734781524
749	0.3734003415
750	0.3732666373
751	0.3731220237
752	0.3728693543
753	0.3726566642
754	0.372448885
755	0.3718879318
756	0.3716410422
757	0.3715880264
758	0.3714001018
759	0.3711481544
760	0.370916176
761	0.3706925144
762	0.3704792548
763	0.3704339448
764	0.3695445076
765	0.3694890877
766	0.369282813
767	0.3690815501
768	0.3686069805
769	0.3681564921
770	0.3680442964
771	0.367939868
772	0.3670852704
773	0.3669978248
774	0.3669232119
775	0.3668779525
776	0.3667440672
777	0.3664784813
778	0.3661101634
779	0.3660327659
780	0.3653498101
781	0.365259318
782	0.3651667058
783	0.3650986175
784	0.3650370215
785	0.3649976187
786	0.364805883
787	0.3646646419
788	0.3644643926
789	0.364405419
790	0.3638480098
791	0.3637723499
792	0.3632803244
793	0.3632112632
794	0.3631500091
795	0.3627175498
796	0.3626393698
797	0.3625949467
798	0.3624089344
799	0.3623671166
800	0.3619397028
801	0.3617600609
802	0.3612949385
803	0.3611975839
804	0.3603440269
805	0.3599122971
806	0.3598716977
807	0.3597257682
808	0.3594235491
809	0.3587147126
810	0.3586701603
811	0.3583953564
812	0.3581268286
813	0.3579893239
814	0.3578922648
815	0.3575858365
816	0.3575289877
817	0.3574876324
818	0.3570766469
819	0.3570096496
820	0.3568925841
821	0.3567471194
822	0.3567090925
823	0.3563126146
824	0.356274181
825	0.356209727
826	0.3555424722
827	0.3553056785
828	0.3551295247
829	0.3550880269
830	0.3549919625
831	0.3548836984
832	0.3547142067
833	0.3545779528
834	0.3545223489
835	0.3540925132
836	0.3534457481
837	0.3528945066
838	0.352632224
839	0.3525891769
840	0.352460059
841	0.3520877418
842	0.3519981115
843	0.3518465766
844	0.3517880014
845	0.350990955
846	0.350981844
847	0.3508169349
848	0.3506944964
849	0.3506487611
850	0.3505596676
851	0.3504927667
852	0.3497083023
853	0.3496702501
854	0.3496288945
855	0.3494708841
856	0.3487129176
857	0.3486592596
858	0.3484783203
859	0.3484324138
860	0.348363134
861	0.348155225
862	0.3481215997
863	0.3480390284
864	0.3478642918
865	0.3475013428
866	0.3469959789
867	0.3468308215
868	0.3461064713
869	0.3459935364
870	0.3458374816
871	0.3457817411
872	0.3457493027
873	0.3456850974
874	0.3456538557
875	0.3455578217
876	0.345372267
877	0.3453186476
878	0.3451681929
879	0.3451165106
880	0.3450711604
881	0.3448987018
882	0.3448491962
883	0.3441367083
884	0.3428881936
885	0.3428578512
886	0.3426868934
887	0.3424632004
888	0.3424474609
889	0.3423063114
890	0.3419629901
891	0.3419328059
892	0.3417595569
893	0.341705364
894	0.3410044188
895	0.3403441955
896	0.3398508878
897	0.3396557211
898	0.3395697511
899	0.3394431381
900	0.3393937828
901	0.3390667638
902	0.3388993494
903	0.3388632381
904	0.3386929231
905	0.3384781402
906	0.3383610027
907	0.338052807
908	0.3374960335
909	0.337197601
910	0.3370391775
911	0.3367811857
912	0.3367325206
913	0.3364432845
914	0.3362760382
915	0.3361530553
916	0.3359463443
917	0.3354274712
918	0.3353521476
919	0.3352110037
920	0.3349401136
921	0.3348929714
922	0.3348476047
923	0.3347968986
924	0.3347730404
925	0.3345517013
926	0.334049025
927	0.3335432504
928	0.3334940103
929	0.3332050148
930	0.3330426072
931	0.3329898478
932	0.3329602717
933	0.3328041774
934	0.3323185612
935	0.3322916678
936	0.3321271889
937	0.3318482115
938	0.3317335165
939	0.331653206
940	0.3313845136
941	0.3313581046
942	0.3312914175
943	0.3312178846
944	0.3311420928
945	0.3304821878
946	0.3303636079
947	0.3301040539
948	0.3299619261
949	0.329485111
950	0.3294087131
951	0.3293047773
952	0.3291794429
953	0.3289953428
954	0.3288478678
955	0.3285545291
956	0.3284471805
957	0.327978023
958	0.3278308853
959	0.3273180838
960	0.3273129716
961	0.3271690298
962	0.3268776752
963	0.326853077
964	0.3266992929
965	0.3266461246
966	0.3260118589
967	0.325858247
968	0.3257164796
969	0.3252746424
970	0.3251573158
971	0.3251191696
972	0.3249260947
973	0.3248401254
974	0.324710681
975	0.3245995909
976	0.3244988057
977	0.3244683648
978	0.3243419733
979	0.3242951695
980	0.3241904048
981	0.3241411157
982	0.3240203202
983	0.3239958516
984	0.3239388173
985	0.3236195931
986	0.3234808541
987	0.3233994464
988	0.3233748943
989	0.3233316043
990	0.3232352784
991	0.323128926
992	0.3230814345
993	0.3230096462
994	0.3228635747
995	0.3227636397
996	0.3223087707
997	0.322198423
998	0.3221239668
999	0.3219741083
