iter	RMSE
224	3.970555018
225	3.969593311
226	3.9657568
227	3.958215172
228	3.950643572
229	3.942208656
230	3.940048008
231	3.932016982
232	3.923537539
233	3.918437786
234	3.91497965
235	3.907805413
236	3.899492319
237	3.896848132
238	3.895739746
239	3.893874112
240	3.891485522
241	3.889410702
242	3.887075876
243	3.882933015
244	3.881446702
245	3.878901682
246	3.877716784
247	3.874796191
248	3.864253826
249	3.857779091
250	3.852102333
251	3.845555609
252	3.841470002
253	3.835402773
254	3.832027906
255	3.830010818
256	3.820222591
257	3.818327122
258	3.812218174
259	3.811107881
260	3.807633133
261	3.802260001
262	3.800503575
263	3.798153984
264	3.797233939
265	3.793359432
266	3.791784373
267	3.784274665
268	3.776591645
269	3.774861488
270	3.769291776
271	3.765768996
272	3.761109518
273	3.7537674
274	3.749456525
275	3.743430313
276	3.738899381
277	3.732601712
278	3.72847797
279	3.723039488
280	3.71777039
281	3.715769432
282	3.710938442
283	3.709683866
284	3.703153238
285	3.696596878
286	3.691272417
287	3.685708629
288	3.680686716
289	3.678726805
290	3.677175273
291	3.672759037
292	3.663459958
293	3.661828385
294	3.659109786
295	3.651352218
296	3.647433373
297	3.640581637
298	3.639402359
299	3.638613407
300	3.636747483
301	3.635829106
302	3.6291623
303	3.619549037
304	3.618855968
305	3.616331606
306	3.615566582
307	3.607526386
308	3.606924501
309	3.603020363
310	3.595217356
311	3.593966791
312	3.590817446
313	3.586082229
314	3.584612023
315	3.582329304
316	3.574405225
317	3.569997242
318	3.559841029
319	3.553603967
320	3.553030544
321	3.54646475
322	3.540498702
323	3.539755596
324	3.539138581
325	3.536267236
326	3.530807602
327	3.521860513
328	3.515857303
329	3.507222363
330	3.500415008
331	3.498871343
332	3.491712869
333	3.483880754
334	3.483503681
335	3.482989648
336	3.48185122
337	3.481269231
338	3.476989102
339	3.475378295
340	3.475013646
341	3.474437073
342	3.469499557
343	3.465427733
344	3.458224688
345	3.452637665
346	3.44375132
347	3.439883898
348	3.435726471
349	3.434910939
350	3.434265949
351	3.433559072
352	3.43313612
353	3.428360835
354	3.423847362
355	3.413372561
356	3.404992939
357	3.400949457
358	3.396391958
359	3.395788007
360	3.390861138
361	3.382007581
362	3.374559057
363	3.368607229
364	3.363310047
365	3.362651453
366	3.36235323
367	3.354803135
368	3.349277414
369	3.348627336
370	3.341947388
371	3.333702644
372	3.333224891
373	3.332627995
374	3.326298371
375	3.321356949
376	3.315679274
377	3.312272792
378	3.304360493
379	3.298926577
380	3.292892454
381	3.288709132
382	3.28818123
383	3.280608573
384	3.280306266
385	3.279295604
386	3.273763876
387	3.270018363
388	3.265159942
389	3.257176229
390	3.2554401
391	3.249359108
392	3.247786032
393	3.244533059
394	3.238898463
395	3.238239978
396	3.233147205
397	3.229213932
398	3.224925532
399	3.215032144
400	3.206925398
401	3.203780514
402	3.195844906
403	3.191961446
404	3.18710443
405	3.180074251
406	3.177150233
407	3.171743717
408	3.16971191
409	3.163059416
410	3.157844001
411	3.152221917
412	3.145698414
413	3.141115064
414	3.133579247
415	3.126432758
416	3.122979039
417	3.120612225
418	3.113209883
419	3.105930442
420	3.098182872
421	3.092512393
422	3.089375363
423	3.08727378
424	3.080643739
425	3.07869331
426	3.07523061
427	3.074592982
428	3.068362771
429	3.066992475
430	3.060780604
431	3.060195587
432	3.05599463
433	3.048890879
434	3.042515621
435	3.035681365
436	3.031451624
437	3.026104406
438	3.02201002
439	3.01678245
440	3.012725717
441	3.00436232
442	2.99666343
443	2.992811219
444	2.986000257
445	2.979017013
446	2.975676216
447	2.970128508
448	2.963586703
449	2.956995581
450	2.951041942
451	2.945469099
452	2.938724539
453	2.929703606
454	2.925382226
455	2.921314303
456	2.919179131
457	2.913186766
458	2.910832598
459	2.909032241
460	2.906679912
461	2.902773178
462	2.899488291
463	2.894797326
464	2.891584138
465	2.888802762
466	2.880551863
467	2.876967495
468	2.87088611
469	2.869042801
470	2.866233497
471	2.861411184
472	2.856572939
473	2.85261426
474	2.84692171
475	2.840310069
476	2.833650646
477	2.82609815
478	2.822677991
479	2.820424511
480	2.816667959
481	2.812358332
482	2.805025916
483	2.797257439
484	2.795310355
485	2.789752584
486	2.787995954
487	2.786940879
488	2.780523888
489	2.777796774
490	2.772325243
491	2.767214589
492	2.762555417
493	2.755988731
494	2.752822131
495	2.749355295
496	2.745426727
497	2.740738794
498	2.738953407
499	2.732577841
500	2.72890125
501	2.726044648
502	2.720647235
503	2.712607509
504	2.711111158
505	2.706057729
506	2.699186941
507	2.696872661
508	2.69023841
509	2.685705276
510	2.67977819
511	2.673090177
512	2.666652142
513	2.666226467
514	2.659982534
515	2.655153401
516	2.649875833
517	2.648152733
518	2.644833031
519	2.640100199
520	2.636436097
521	2.633100956
522	2.626793419
523	2.623401253
524	2.616920482
525	2.60984932
526	2.60961646
527	2.607218033
528	2.605221463
529	2.600820635
530	2.595955978
531	2.592353597
532	2.590156259
533	2.584671277
534	2.583396597
535	2.578566401
536	2.572665772
537	2.56759361
538	2.562699687
539	2.558920758
540	2.554268808
541	2.552849451
542	2.552617095
543	2.547520849
544	2.545194349
545	2.540173367
546	2.535854486
547	2.53249111
548	2.529414473
549	2.529030611
550	2.528649926
551	2.528120391
552	2.526371012
553	2.521171132
554	2.520599674
555	2.520334714
556	2.515001413
557	2.508332231
558	2.504949313
559	2.502403603
560	2.498338968
561	2.496030762
562	2.491416042
563	2.488730604
564	2.487490953
565	2.484566781
566	2.477990391
567	2.475001381
568	2.471873327
569	2.468860234
570	2.462739669
571	2.458696207
572	2.453004039
573	2.448378791
574	2.448051825
575	2.4447077
576	2.441252393
577	2.437655458
578	2.433603999
579	2.430192809
580	2.424254518
581	2.420311387
582	2.415961287
583	2.410904105
584	2.406049801
585	2.404138756
586	2.400774609
587	2.395482394
588	2.390964744
589	2.387865317
590	2.385648876
591	2.38318568
592	2.381010877
593	2.377756547
594	2.374619039
595	2.369119633
596	2.368857392
597	2.365668933
598	2.361293264
599	2.357834646
600	2.357546146
601	2.354772443
602	2.351406924
603	2.347566347
604	2.342300557
605	2.338342817
606	2.338170348
607	2.332404686
608	2.329940385
609	2.329126151
610	2.324545736
611	2.32330993
612	2.320932972
613	2.315160972
614	2.309994236
615	2.306397904
616	2.304518822
617	2.302906751
618	2.302681753
619	2.300018143
620	2.296845892
621	2.292180478
622	2.289531232
623	2.284641745
624	2.282658064
625	2.279841921
626	2.274697411
627	2.26895298
628	2.267825008
629	2.262296973
630	2.257455945
631	2.25249492
632	2.247341941
633	2.242403638
634	2.238945701
635	2.238779039
636	2.234048967
637	2.227881819
638	2.22508796
639	2.219575851
640	2.213195715
641	2.213014033
642	2.209886917
643	2.209184428
644	2.204897348
645	2.200635033
646	2.197563238
647	2.194766312
648	2.190414135
649	2.186241433
650	2.182686494
651	2.182452441
652	2.181401913
653	2.181174641
654	2.176141468
655	2.172177742
656	2.169919268
657	2.1688173
658	2.167841914
659	2.163183797
660	2.158974738
661	2.15691452
662	2.152898779
663	2.150309563
664	2.150122747
665	2.14642127
666	2.141316823
667	2.137625016
668	2.133265356
669	2.131403853
670	2.128908393
671	2.123929042
672	2.121614215
673	2.117153863
674	2.112924653
675	2.108955716
676	2.107205543
677	2.104989688
678	2.10342349
679	2.101275736
680	2.099468925
681	2.096246946
682	2.09301659
683	2.088763018
684	2.084718434
685	2.080138546
686	2.07770192
687	2.075225308
688	2.070931946
689	2.068361919
690	2.066300289
691	2.065353463
692	2.060261609
693	2.058935827
694	2.055356794
695	2.053217732
696	2.050704407
697	2.049354638
698	2.04558502
699	2.041489079
700	2.038156917
701	2.037968823
702	2.035400569
703	2.030279421
704	2.024409427
705	2.021406965
706	2.020427119
707	2.017840859
708	2.015673081
709	2.01260976
710	2.012478568
711	2.009030745
712	2.007030821
713	2.005149536
714	2.003020859
715	1.999162512
716	1.995877746
717	1.994840163
718	1.992627386
719	1.98986774
720	1.986451132
721	1.982954528
722	1.980356609
723	1.975982471
724	1.971656753
725	1.966954084
726	1.964970985
727	1.961217377
728	1.961087521
729	1.959388804
730	1.955430732
731	1.955348527
732	1.953362195
733	1.949479943
734	1.946501326
735	1.943748533
736	1.941021317
737	1.936716224
738	1.933614503
739	1.929095332
740	1.927150202
741	1.923920714
742	1.91993324
743	1.917108538
744	1.915867953
745	1.912806615
746	1.911924363
747	1.909905602
748	1.907835221
749	1.905638933
750	1.901846207
751	1.900225246
752	1.896551132
753	1.894911007
754	1.893832108
755	1.890717692
756	1.888901634
757	1.88583147
758	1.882632254
759	1.877702738
760	1.87387444
761	1.872043347
762	1.870256736
763	1.865793889
764	1.86414354
765	1.863481608
766	1.860614521
767	1.859360457
768	1.859248236
769	1.858148163
770	1.85686672
771	1.853451694
772	1.851396158
773	1.848673698
774	1.847224502
775	1.843518773
776	1.841122789
777	1.83789258
778	1.834178243
779	1.830953929
780	1.827609345
781	1.824341845
782	1.822238544
783	1.820757956
784	1.816144731
785	1.812888594
786	1.810789625
787	1.807324271
788	1.805197859
789	1.802748236
790	1.801101971
791	1.798852038
792	1.794780699
793	1.793195673
794	1.791969934
795	1.791242314
796	1.789685323
797	1.785434655
798	1.783274084
799	1.780147782
800	1.778145174
801	1.778020735
802	1.776276494
803	1.772858457
804	1.770867286
805	1.76882375
806	1.765932447
807	1.762406101
808	1.760884826
809	1.758783986
810	1.757304797
811	1.75359044
812	1.752323692
813	1.74977434
814	1.748206305
815	1.744588789
816	1.742180294
817	1.739825176
818	1.735948072
819	1.733506111
820	1.730567046
821	1.729525701
822	1.728947848
823	1.726508978
824	1.724663691
825	1.722884386
826	1.721952473
827	1.721370853
828	1.719824854
829	1.717932085
830	1.716279892
831	1.715022378
832	1.71179023
833	1.707727774
834	1.707215691
835	1.70498506
836	1.702546636
837	1.699720954
838	1.697035669
839	1.694516279
840	1.692354601
841	1.690611516
842	1.688512793
843	1.6857581
844	1.682583807
845	1.680478298
846	1.6794231
847	1.678032807
848	1.676897449
849	1.674700449
850	1.671081722
851	1.669127165
852	1.668295382
853	1.666842382
854	1.665465846
855	1.661566242
856	1.660441786
857	1.657194942
858	1.656125791
859	1.654099642
860	1.651065984
861	1.647808538
862	1.645953567
863	1.645061868
864	1.643132167
865	1.642822179
866	1.642219378
867	1.639819794
868	1.63970534
869	1.63675703
870	1.6351364
871	1.63395466
872	1.63349854
873	1.63040644
874	1.629679383
875	1.627582679
876	1.625258823
877	1.623803359
878	1.622228262
879	1.620467956
880	1.618022269
881	1.616844924
882	1.613654315
883	1.613569512
884	1.610823565
885	1.609900439
886	1.608771996
887	1.606880148
888	1.605970366
889	1.60489911
890	1.602198751
891	1.600950687
892	1.595851785
893	1.593808883
894	1.591627131
895	1.591551138
896	1.588791091
897	1.586157376
898	1.586068758
899	1.584935276
900	1.582606924
901	1.57925959
902	1.577878629
903	1.575613982
904	1.573271715
905	1.570794519
906	1.569724468
907	1.566605374
908	1.56433464
909	1.562789896
910	1.561162472
911	1.561089036
912	1.559508071
913	1.556196937
914	1.553852127
915	1.550638819
916	1.548334327
917	1.546485431
918	1.545798156
919	1.54414883
920	1.54252303
921	1.540374482
922	1.538462565
923	1.537955404
924	1.535612198
925	1.533323977
926	1.532820546
927	1.529963778
928	1.529877635
929	1.528534395
930	1.526736652
931	1.524498655
932	1.522306507
933	1.520941362
934	1.518726377
935	1.515617097
936	1.514058839
937	1.512523538
938	1.510953055
939	1.508464343
940	1.506791813
941	1.506726897
942	1.504406689
943	1.500860248
944	1.499775737
945	1.497263854
946	1.494989316
947	1.493598764
948	1.492751733
949	1.49240193
950	1.488198536
951	1.484815049
952	1.483277618
953	1.481688315
954	1.47966523
955	1.476661106
956	1.475570573
957	1.4742053
958	1.473543442
959	1.473490158
960	1.472006451
961	1.469589355
962	1.467900736
963	1.465283303
964	1.462651711
965	1.462288968
966	1.461053343
967	1.457884382
968	1.457769503
969	1.45453913
970	1.454017351
971	1.4523063
972	1.452217658
973	1.451178029
974	1.448639057
975	1.447223932
976	1.445316809
977	1.444190915
978	1.444088985
979	1.442981849
980	1.440807369
981	1.438832952
982	1.437800829
983	1.437044408
984	1.434089674
985	1.434031607
986	1.432457935
987	1.431894946
988	1.430323413
989	1.426935594
990	1.425026912
991	1.424104304
992	1.422485292
993	1.421968746
994	1.419054548
995	1.418639093
996	1.41854175
997	1.417327359
998	1.416714637
999	1.414643393
