iter	RMSE
457	9.765279337
458	9.720442219
459	9.678513174
460	9.638241843
461	9.596485889
462	9.582026049
463	9.541843161
464	9.517509781
465	9.504685779
466	9.490552684
467	9.456087272
468	9.418017978
469	9.395662293
470	9.383104989
471	9.369234125
472	9.355513872
473	9.341935038
474	9.31945827
475	9.305970596
476	9.283521365
477	9.270134121
478	9.256860161
479	9.20779283
480	9.157819526
481	9.129687418
482	9.116548812
483	9.078701306
484	9.065631729
485	9.046727665
486	9.026926244
487	9.013409127
488	8.977894903
489	8.936590295
490	8.881500156
491	8.868786685
492	8.848168004
493	8.827249877
494	8.771084573
495	8.758466323
496	8.740485335
497	8.720197648
498	8.701364314
499	8.690084481
500	8.65794114
501	8.644964888
502	8.629311004
503	8.613352397
504	8.594536524
505	8.555928268
506	8.543294291
507	8.52156353
508	8.499725227
509	8.48058952
510	8.468482588
511	8.453146796
512	8.433379206
513	8.422708769
514	8.379197868
515	8.323595013
516	8.311848546
517	8.293717933
518	8.238281982
519	8.223402561
520	8.211976284
521	8.197389291
522	8.186123099
523	8.140884627
524	8.120559608
525	8.079571271
526	8.062617848
527	8.031125244
528	8.012720226
529	8.001598659
530	7.984843024
531	7.973827348
532	7.955969021
533	7.945035831
534	7.928812813
535	7.917955762
536	7.906723188
537	7.887135541
538	7.84727718
539	7.836656849
540	7.800620949
541	7.760644702
542	7.750225805
543	7.732886982
544	7.705008595
545	7.688741828
546	7.672438502
547	7.63748886
548	7.605205215
549	7.595043499
550	7.567536923
551	7.545166528
552	7.498779098
553	7.482193739
554	7.446453361
555	7.430787998
556	7.40970736
557	7.394015755
558	7.383790638
559	7.361643455
560	7.351860448
561	7.336035749
562	7.315538387
563	7.289993859
564	7.273366079
565	7.263701685
566	7.226769135
567	7.217204681
568	7.207728426
569	7.182729703
570	7.173329792
571	7.164035398
572	7.143352599
573	7.118547668
574	7.104216004
575	7.078195849
576	7.065250634
577	7.055839146
578	7.046638407
579	7.037427071
580	7.028373847
581	6.988857542
582	6.969812583
583	6.955375104
584	6.936616029
585	6.922359855
586	6.898434175
587	6.886364161
588	6.877474518
589	6.868672214
590	6.859946111
591	6.847330111
592	6.838649767
593	6.830005527
594	6.815335494
595	6.77564504
596	6.766959095
597	6.758446905
598	6.750915501
599	6.742496992
600	6.720489254
601	6.700081014
602	6.691711694
603	6.683334832
604	6.662399766
605	6.64960535
606	6.641342652
607	6.606271364
608	6.598084874
609	6.585049071
610	6.576941742
611	6.568892476
612	6.546876964
613	6.533047446
614	6.517948612
615	6.502690811
616	6.495521657
617	6.481970429
618	6.473999437
619	6.466083303
620	6.450114479
621	6.442240188
622	6.434403694
623	6.426618941
624	6.415588655
625	6.407838119
626	6.400128931
627	6.375277544
628	6.361200412
629	6.353498656
630	6.327685772
631	6.320041944
632	6.2912339
633	6.272874747
634	6.266126969
635	6.24121144
636	6.233484143
637	6.226091926
638	6.197302756
639	6.178016752
640	6.170631738
641	6.136881931
642	6.129518285
643	6.118826817
644	6.103953458
645	6.096383471
646	6.089125327
647	6.081904445
648	6.059153637
649	6.04048343
650	6.033271336
651	5.995104105
652	5.9800981
653	5.969052159
654	5.961956125
655	5.950561709
656	5.93386442
657	5.913132284
658	5.906100696
659	5.88619299
660	5.86495767
661	5.851053368
662	5.839766118
663	5.820542521
664	5.808717583
665	5.78132365
666	5.774396994
667	5.767526944
668	5.760706368
669	5.742439962
670	5.731706886
671	5.724929788
672	5.713473579
673	5.706536095
674	5.686981392
675	5.677221216
676	5.663436749
677	5.656763785
678	5.646963879
679	5.640148128
680	5.61825639
681	5.6114914
682	5.605445754
683	5.585165199
684	5.568345363
685	5.557417573
686	5.550982921
687	5.521400391
688	5.514836463
689	5.484298198
690	5.478034571
691	5.471814888
692	5.465416773
693	5.459069848
694	5.443335105
695	5.411504621
696	5.395735667
697	5.380127041
698	5.374028878
699	5.35049273
700	5.344242895
701	5.330133082
702	5.32134532
703	5.315154369
704	5.30903312
705	5.281446696
706	5.275540954
707	5.254272579
708	5.248246392
709	5.239775607
710	5.231218482
711	5.225260045
712	5.194799873
713	5.187092944
714	5.181206177
715	5.171365909
716	5.137037089
717	5.123441065
718	5.117789167
719	5.107726711
720	5.102475968
721	5.096712741
722	5.091146783
723	5.066062301
724	5.060376707
725	5.033667007
726	5.018691702
727	5.01303638
728	4.991070951
729	4.977350612
730	4.971925478
731	4.966378736
732	4.951508749
733	4.946005279
734	4.940542644
735	4.931983296
736	4.926552849
737	4.908089041
738	4.895223687
739	4.885669556
740	4.858209956
741	4.829639671
742	4.824012591
743	4.804295841
744	4.79910985
745	4.793589994
746	4.776846661
747	4.771739372
748	4.766531698
749	4.744885171
750	4.739861992
751	4.727171866
752	4.715663593
753	4.704918136
754	4.699755513
755	4.686224118
756	4.674416633
757	4.669337452
758	4.644430171
759	4.636999493
760	4.629043891
761	4.617916228
762	4.604648477
763	4.599742632
764	4.583300743
765	4.578463272
766	4.564789573
767	4.556822855
768	4.551892535
769	4.533819302
770	4.528917331
771	4.516938784
772	4.506874186
773	4.502011894
774	4.495066502
775	4.479287687
776	4.45611925
777	4.449179232
778	4.437632011
779	4.432270536
780	4.409481989
781	4.404880825
782	4.386391104
783	4.381739021
784	4.370378183
785	4.366015508
786	4.35907601
787	4.344670585
788	4.322713712
789	4.313754358
790	4.303300171
791	4.283404742
792	4.272644878
793	4.268166648
794	4.261398312
795	4.257134945
796	4.242981497
797	4.237352132
798	4.232635634
799	4.222132265
800	4.211958594
801	4.200401186
802	4.187435158
803	4.181079027
804	4.176616701
805	4.171822737
806	4.165869349
807	4.161644704
808	4.154155228
809	4.133684354
810	4.120439953
811	4.099419051
812	4.095086966
813	4.090805636
814	4.086631847
815	4.072117086
816	4.052753927
817	4.048585539
818	4.044376364
819	4.034923777
820	4.028826754
821	4.007868638
822	3.996390745
823	3.967291934
824	3.946292739
825	3.927098667
826	3.921792563
827	3.917529489
828	3.91346333
829	3.887196422
830	3.86883133
831	3.864516074
832	3.860270465
833	3.854670954
834	3.843915584
835	3.822682223
836	3.816588268
837	3.795993694
838	3.786051334
839	3.781808508
840	3.777969346
841	3.770781361
842	3.767194554
843	3.763609056
844	3.746274714
845	3.72749986
846	3.724190776
847	3.713708317
848	3.703628419
849	3.694987687
850	3.673575138
851	3.656690911
852	3.650991471
853	3.647025126
854	3.643405998
855	3.620540974
856	3.613700363
857	3.594867384
858	3.591000864
859	3.577981681
860	3.570404744
861	3.558930935
862	3.550345921
863	3.541597968
864	3.52919025
865	3.525399831
866	3.51705822
867	3.494146821
868	3.49043847
869	3.471130029
870	3.451559
871	3.438241548
872	3.434637265
873	3.419406393
874	3.415771286
875	3.412185962
876	3.408847962
877	3.40528038
878	3.399393986
879	3.393827109
880	3.390178693
881	3.385267977
882	3.365248974
883	3.361524818
884	3.358286834
885	3.349621271
886	3.332633641
887	3.329353088
888	3.324664388
889	3.320088989
890	3.314861388
891	3.294451456
892	3.27707954
893	3.273951553
894	3.251991839
895	3.23624089
896	3.233512083
897	3.223550235
898	3.220424549
899	3.203695375
900	3.181869951
901	3.178576312
902	3.160865938
903	3.145384744
904	3.131291735
905	3.121794675
906	3.10283095
907	3.091337753
908	3.083933694
909	3.078721244
910	3.075792993
911	3.072686193
912	3.052135034
913	3.037854578
914	3.018746655
915	3.015801039
916	3.004448964
917	2.990937549
918	2.988033324
919	2.974144042
920	2.961591786
921	2.946691147
922	2.928353276
923	2.908944567
924	2.902938721
925	2.894661395
926	2.876863277
927	2.85776475
928	2.854941793
929	2.852204281
930	2.840211429
931	2.827491541
932	2.814029511
933	2.811159015
934	2.808422518
935	2.7929941
936	2.774954617
937	2.771114912
938	2.764520104
939	2.75063658
940	2.747951367
941	2.734898978
942	2.727269305
943	2.716276531
944	2.699912027
945	2.687957861
946	2.685135543
947	2.673353452
948	2.66633437
949	2.657535702
950	2.650837026
951	2.640581167
952	2.630049346
953	2.622958623
954	2.610883309
955	2.608288959
956	2.603041045
957	2.600441183
958	2.587466299
959	2.57426517
960	2.562620508
961	2.549719681
962	2.547160951
963	2.544685654
964	2.530361625
965	2.517915818
966	2.503140798
967	2.501016407
968	2.489657148
969	2.479571287
970	2.473717445
971	2.462185822
972	2.45451293
973	2.449247478
974	2.435821442
975	2.422273774
976	2.412142004
977	2.401659297
978	2.390500467
979	2.388084246
980	2.378549087
981	2.37584809
982	2.363814102
983	2.361801902
984	2.347921085
985	2.338363777
986	2.336080034
987	2.334042394
988	2.331745945
989	2.322022367
990	2.309475058
991	2.299411274
992	2.283993571
993	2.273187295
994	2.263119352
995	2.260853385
996	2.255191176
997	2.24554806
998	2.238021079
999	2.235777161
