iter	Passed	Remaining
421	621	851
422	623	850
423	624	848
424	626	847
425	627	845
426	628	844
427	630	842
428	631	840
429	633	839
430	634	837
431	635	836
432	637	834
433	638	833
434	640	831
435	641	830
436	643	828
437	644	826
438	645	825
439	647	823
440	648	822
441	649	820
442	651	818
443	652	817
444	654	815
445	655	814
446	657	812
447	658	811
448	659	809
449	661	808
450	662	806
451	664	805
452	665	803
453	666	801
454	668	800
455	669	798
456	671	797
457	672	796
458	674	794
459	675	793
460	676	791
461	678	789
462	679	788
463	680	786
464	682	784
465	683	783
466	684	781
467	686	780
468	687	778
469	689	777
470	690	775
471	692	774
472	693	772
473	694	771
474	696	769
475	697	767
476	698	766
477	700	764
478	701	763
479	703	761
480	704	760
481	706	758
482	707	757
483	708	755
484	710	754
485	711	752
486	712	750
487	714	749
488	715	747
489	717	746
490	718	744
491	719	743
492	721	741
493	722	740
494	724	738
495	725	737
496	726	735
497	728	734
498	729	732
499	731	731
500	732	729
501	734	728
502	735	726
503	737	725
504	738	723
505	739	722
506	741	720
507	742	719
508	744	717
509	745	716
510	746	714
511	748	713
512	749	711
513	751	710
514	752	708
515	754	707
516	755	705
517	756	704
518	758	702
519	759	701
520	761	699
521	762	698
522	763	696
523	765	695
524	766	693
525	768	692
526	769	690
527	771	689
528	772	687
529	773	686
530	775	684
531	776	683
532	777	681
533	779	680
534	780	678
535	782	677
536	783	675
537	785	674
538	786	672
539	788	671
540	789	669
541	790	668
542	792	666
543	793	665
544	794	663
545	796	662
546	797	660
547	799	659
548	800	657
549	802	656
550	803	654
551	804	653
552	806	651
553	807	650
554	809	648
555	810	647
556	811	645
557	813	644
558	814	642
559	816	641
560	818	640
561	819	638
562	820	637
563	822	635
564	823	634
565	825	632
566	826	631
567	827	629
568	829	628
569	830	626
570	832	625
571	833	623
572	835	622
573	836	620
574	837	619
575	839	617
576	840	616
577	842	614
578	843	613
579	844	611
580	846	610
581	847	608
582	848	607
583	850	605
584	851	604
585	853	602
586	854	601
587	855	599
588	857	598
589	858	596
590	860	595
591	861	593
592	863	592
593	864	590
594	865	589
595	867	587
596	868	586
597	870	584
598	871	583
599	872	581
600	874	580
601	875	578
602	877	577
603	878	576
604	880	574
605	881	573
606	882	571
607	884	570
608	885	568
609	886	567
610	888	565
611	889	564
612	891	562
613	892	561
614	893	559
615	895	558
616	896	556
617	898	555
618	899	553
619	901	552
620	902	550
621	904	549
622	905	547
623	906	546
624	908	544
625	909	543
626	911	542
627	912	540
628	914	539
629	915	537
630	916	536
631	918	534
632	919	533
633	921	531
634	922	530
635	923	528
636	925	527
637	926	525
638	928	524
639	929	522
640	930	521
641	932	519
642	933	518
643	935	516
644	936	515
645	937	513
646	939	512
647	940	510
648	942	509
649	943	508
650	944	506
651	946	505
652	947	503
653	949	502
654	950	500
655	952	499
656	953	497
657	954	496
658	956	494
659	957	493
660	958	491
661	960	490
662	961	488
663	963	487
664	964	485
665	965	484
666	967	482
667	968	481
668	970	479
669	971	478
670	972	477
671	974	475
672	975	474
673	977	472
674	978	471
675	980	469
676	981	468
677	982	466
678	984	465
679	985	463
680	987	462
681	988	460
682	989	459
683	991	457
684	992	456
685	994	455
686	995	453
687	996	452
688	998	450
689	999	449
690	1001	447
691	1002	446
692	1003	444
693	1005	443
694	1006	441
695	1008	440
696	1010	439
697	1011	437
698	1013	436
699	1014	434
700	1016	433
701	1017	431
702	1018	430
703	1020	428
704	1021	427
705	1023	426
706	1024	424
707	1026	423
708	1027	421
709	1028	420
710	1030	418
711	1031	417
712	1033	415
713	1034	414
714	1035	412
715	1037	411
716	1038	410
717	1040	408
718	1041	407
719	1043	405
720	1044	404
721	1046	402
722	1047	401
723	1048	399
724	1050	398
725	1051	396
726	1052	395
727	1054	393
728	1055	392
729	1057	391
730	1058	389
731	1060	388
732	1061	386
733	1062	385
734	1064	383
735	1065	382
736	1066	380
737	1068	379
738	1069	377
739	1071	376
740	1072	374
741	1074	373
742	1075	372
743	1076	370
744	1078	369
745	1079	367
746	1081	366
747	1082	364
748	1083	363
749	1085	361
750	1086	360
751	1088	358
752	1089	357
753	1091	355
754	1092	354
755	1093	353
756	1095	351
757	1096	350
758	1098	348
759	1099	347
760	1100	345
761	1102	344
762	1103	342
763	1105	341
764	1106	339
765	1107	338
766	1109	336
767	1110	335
768	1112	334
769	1113	332
770	1114	331
771	1116	329
772	1117	328
773	1119	326
774	1120	325
775	1122	323
776	1123	322
777	1124	320
778	1126	319
779	1127	317
780	1128	316
781	1130	315
782	1131	313
783	1132	312
784	1134	310
785	1135	309
786	1136	307
787	1138	306
788	1139	304
789	1141	303
790	1142	301
791	1144	300
792	1145	299
793	1146	297
794	1148	296
795	1149	294
796	1150	293
797	1152	291
798	1153	290
799	1155	288
800	1156	287
801	1158	285
802	1159	284
803	1160	282
804	1162	281
805	1163	280
806	1165	278
807	1166	277
808	1168	275
809	1169	274
810	1171	272
811	1172	271
812	1174	270
813	1175	268
814	1177	267
815	1178	265
816	1179	264
817	1181	262
818	1182	261
819	1184	259
820	1185	258
821	1187	257
822	1188	255
823	1189	254
824	1191	252
825	1192	251
826	1193	249
827	1195	248
828	1196	246
829	1198	245
830	1199	243
831	1200	242
832	1202	241
833	1203	239
834	1205	238
835	1206	236
836	1207	235
837	1209	233
838	1210	232
839	1211	230
840	1213	229
841	1214	227
842	1215	226
843	1217	225
844	1218	223
845	1220	222
846	1221	220
847	1223	219
848	1224	217
849	1225	216
850	1227	214
851	1228	213
852	1229	211
853	1231	210
854	1232	209
855	1234	207
856	1235	206
857	1236	204
858	1238	203
859	1239	201
860	1240	200
861	1242	198
862	1243	197
863	1244	195
864	1246	194
865	1247	193
866	1249	191
867	1250	190
868	1251	188
869	1253	187
870	1254	185
871	1256	184
872	1257	182
873	1259	181
874	1260	180
875	1261	178
876	1263	177
877	1264	175
878	1266	174
879	1267	172
880	1268	171
881	1270	169
882	1271	168
883	1273	167
884	1274	165
885	1275	164
886	1277	162
887	1278	161
888	1279	159
889	1281	158
890	1282	156
891	1284	155
892	1285	154
893	1287	152
894	1288	151
895	1289	149
896	1291	148
897	1292	146
898	1293	145
899	1295	143
900	1296	142
901	1298	141
902	1299	139
903	1301	138
904	1302	136
905	1303	135
906	1305	133
907	1306	132
908	1308	130
909	1309	129
910	1310	128
911	1312	126
912	1313	125
913	1315	123
914	1316	122
915	1318	120
916	1319	119
917	1321	117
918	1322	116
919	1323	115
920	1325	113
921	1326	112
922	1328	110
923	1329	109
924	1330	107
925	1332	106
926	1333	105
927	1335	103
928	1336	102
929	1337	100
930	1339	99
931	1340	97
932	1341	96
933	1343	94
934	1344	93
935	1346	92
936	1347	90
937	1348	89
938	1350	87
939	1351	86
940	1352	84
941	1354	83
942	1355	81
943	1357	80
944	1358	79
945	1360	77
946	1361	76
947	1362	74
948	1364	73
949	1365	71
950	1367	70
951	1368	68
952	1369	67
953	1371	66
954	1373	64
955	1374	63
956	1376	61
957	1377	60
958	1379	58
959	1381	57
960	1382	56
961	1384	54
962	1385	53
963	1387	51
964	1388	50
965	1390	48
966	1391	47
967	1393	46
968	1394	44
969	1396	43
970	1397	41
971	1399	40
972	1400	38
973	1402	37
974	1403	35
975	1405	34
976	1406	33
977	1408	31
978	1410	30
979	1411	28
980	1413	27
981	1414	25
982	1416	24
983	1417	23
984	1419	21
985	1420	20
986	1422	18
987	1423	17
988	1425	15
989	1426	14
990	1428	12
991	1430	11
992	1431	10
993	1432	8
994	1434	7
995	1435	5
996	1437	4
997	1438	2
998	1440	1
999	1441	0
